distribution_center_id,distribution_center_name,product_category,product_name,product_department,nums_of_items_in_stock,nums_of_sold_items
8,Mobile AL,Sleep & Lounge,Navy and White Plaid Broadcloth Bathrobe for Men,Men,17,6
3,Houston TX,Sleep & Lounge,DC Comics Wonder Woman Red Fleece Bathrobe,Women,21,9
3,Houston TX,Sleep & Lounge,Green Lantern -- DC Comics Toweling Adult Bathrobe,Men,11,5
7,Philadelphia PA,Sleep & Lounge,Pookies Purrfect Pants Print,Men,19,6
7,Philadelphia PA,Sleep & Lounge,Pookies Psychedelic Brown Print,Men,18,6
7,Philadelphia PA,Sleep & Lounge,Pookies Flying High Print,Men,7,3
7,Philadelphia PA,Sleep & Lounge,Pookies Let's Go For a Swirl Print,Men,12,5
7,Philadelphia PA,Sleep & Lounge,Pookies Have More Funds in Bed Print,Men,21,8
7,Philadelphia PA,Sleep & Lounge,Pookies Starry Nights Print,Men,11,5
7,Philadelphia PA,Sleep & Lounge,New Pookies - Peace Love and Pookiness (Flannel),Women,17,6
7,Philadelphia PA,Sleep & Lounge,Pookies Stop Those Pants Print,Men,4,2
7,Philadelphia PA,Sleep & Lounge,Pookies Platinum Dreamliner Print,Men,33,12
7,Philadelphia PA,Sleep & Lounge,Pookies So Many Wines So Little Time Print,Men,24,10
7,Philadelphia PA,Sleep & Lounge,Pookies Come Out of Your Shell Print,Men,11,5
7,Philadelphia PA,Sleep & Lounge,Pookies Let Lazy Bears Lie Print - CLOSE OUT DEAL,Men,22,8
7,Philadelphia PA,Sleep & Lounge,Pookies Want to Crash At My Pad? Print,Women,14,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Hooded Robe,Women,14,5
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Sherpa Shawl Printed Long Robe,Women,22,8
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Short Sleeve V-Neck Tee and Heart Pocket Pajama Pant,Women,12,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Piped Notch Collar Pajama,Women,18,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Pocket Short Sleeve Tee,Women,14,5
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Sherpa Shawl Solid Long Robe,Women,16,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Scoop Neck Pajama,Women,7,3
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Scoop Neck Printed Sleepshirt,Women,23,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Sweetheart V-Neck Pajama,Women,7,3
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Sweetheart V-Neck Sleepshirt,Women,25,10
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Piped Shawl Collar Short Robe,Women,20,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Dearfoams Women's Sherpa Lined Hooded Printed Robe,Women,17,7
1,Memphis TN,Sleep & Lounge,Men's Asian Orient Artisan Hieroglyphs - Silky Satin Robe,Men,14,5
1,Memphis TN,Sleep & Lounge,Women's Silky Satin Chemise - Babydoll Nightgown,Women,4,2
5,New Orleans LA,Sleep & Lounge,Fleur De Lis Lounge Pant,Men,13,5
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Kimono Long Sleeve Robe,Men,4,1
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Micromodal Sleep Pant,Men,29,11
2,Chicago IL,Sleep & Lounge,Hugo Boss Men's Check Woven Long Sleeve Pajama Set,Men,19,6
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Check Woven Pant,Men,17,6
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Hooded Robe,Men,50,19
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Flannel Pant,Men,24,9
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Stripe Short Pant,Men,29,12
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Woven Pant,Men,47,15
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Woven Boxer,Men,17,6
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Silk Cotton Pajama Gift Set,Men,18,6
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Jersey Shawl Collar Robe,Men,33,11
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Hooded Pullover,Men,18,6
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Short Pant with Silver Waistband,Men,16,5
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Hooded Robe With Contrasting Inside Color,Men,28,10
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Micro Modal Short Sleeve Crew,Men,12,5
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Shawl Collar Robe,Men,42,16
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Long Pant,Men,59,24
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Hooded Terry Robe,Men,14,6
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Long Lounge Pant,Men,33,12
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Micromodal Pant With Waistband,Men,24,7
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Checked Woven Pant,Men,12,5
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Sleepwear Woven Navy PJ Set,Men,11,5
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Knit Pajama Set,Men,32,11
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Woven Long Pant,Men,16,6
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Stripe Long Pant,Men,9,4
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Striped Woven Boxer,Men,36,13
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Covered Waistband Long Pant,Men,18,7
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Kimono Robe,Men,17,7
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Woven Pajama Set,Men,10,4
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Sleepwear Modal Pant,Men,32,13
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Sleepwear Modal Short,Men,21,7
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Woven Long-Sleeve Pajama Gift Set,Men,32,12
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Sleepwear Woven Blue Check Sleep Pant,Men,11,4
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Stripe Woven Pajama Pant,Men,17,7
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Check Long Pant,Men,32,12
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Sleepwear Woven Check Pajama Set,Men,11,4
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Woven Long Elastic Pant,Men,10,4
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Check Short Pant,Men,32,12
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Micro Modal Pant,Men,29,9
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Sleepwear Woven Stripe Pant,Men,15,7
2,Chicago IL,Sleep & Lounge,Hugo Boss Men'sSleepwear Jersey Modal L/S Crew,Men,28,10
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Long Pant Cuff,Men,20,8
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Shawl Contrasting Collar Robe,Men,11,4
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Woven Terry Lined Logo Robe,Men,23,7
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Woven Pajama Gift Set,Men,10,4
2,Chicago IL,Sleep & Lounge,Hugo Boss Men's Check Woven Sleep Pant Blue X-Large,Men,12,5
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Woven Terry Lined Robe,Men,8,3
2,Chicago IL,Sleep & Lounge,HUGO BOSS Men's Sleepwear L/S Modal Tshirt,Men,13,6
10,Savannah GA,Sleep & Lounge,Hello Kitty Turquoise Pirate Lounge Shorts,Men,10,5
7,Philadelphia PA,Sleep & Lounge,Ike Behar Men's Basic Twill Pajama Gift Set,Men,21,10
7,Philadelphia PA,Sleep & Lounge,Ike Behar Men's Flannel Pajama Gift Set,Men,26,11
7,Philadelphia PA,Sleep & Lounge,Ike Behar Men's Viscose Infused Robe,Men,35,14
7,Philadelphia PA,Sleep & Lounge,Ike Behar Men's Pant and Thermal Henley Gift Set,Men,13,5
4,Los Angeles CA,Sleep & Lounge,Wine Color Soft Warm Fleece Bath Robe Gift Idea Womens Wrap Robe Knee Length,Women,29,10
5,New Orleans LA,Sleep & Lounge,74I Womens Hooded Zip Up Ladies Long Sleeved Winter Jumpsuit Onesies,Women,19,7
5,New Orleans LA,Sleep & Lounge,PJ Harlow Norah 3/4 Sleeve Tee (JST2011),Women,14,6
5,New Orleans LA,Sleep & Lounge,PJ Harlow Jolie Satin Pant,Women,11,4
9,Charleston SC,Sleep & Lounge,Pendleton Men's Pajama Set,Men,45,17
9,Charleston SC,Sleep & Lounge,Pendleton Men's Flannel Jam Pajama Bottom,Men,12,4
9,Charleston SC,Sleep & Lounge,Pendleton Men's Lounge Robe,Men,14,5
9,Charleston SC,Sleep & Lounge,Pendleton Women's Gingham Flannel Pajama,Women,16,6
9,Charleston SC,Sleep & Lounge,Pendleton Men's Chief Joseph Terry Velore Bathrobe,Men,19,6
9,Charleston SC,Sleep & Lounge,Pendleton Men's Flannel Sleep Pant,Men,31,11
9,Charleston SC,Sleep & Lounge,Pendleton Men's Sleep Pant,Men,35,13
3,Houston TX,Sleep & Lounge,Rene Rofe Flannel Floral Dusters,Women,5,2
2,Chicago IL,Sleep & Lounge,Smartwool Women's Lightweight Bottom,Women,20,8
2,Chicago IL,Sleep & Lounge,Smartwool Women's Midweight Crew,Women,22,7
4,Los Angeles CA,Sleep & Lounge,Soft Ones Women's 11159 Robe,Women,32,10
4,Los Angeles CA,Sleep & Lounge,Soft Ones Women's 11160 Robe,Women,23,8
1,Memphis TN,Sleep & Lounge,Southpole Juniors Henley Neck Long Sleeve Thermal Shirt With Matching Shorts,Women,13,6
5,New Orleans LA,Sleep & Lounge,Spider-Man Men's Sleepwear Set,Men,13,4
5,New Orleans LA,Sleep & Lounge,Scotty (Engineering Ranks) -- Star Trek Toweling Adult Bathrobe,Men,14,5
1,Memphis TN,Sleep & Lounge,Cotton Zero-Twist Terry Robe,Women,10,4
4,Los Angeles CA,Sleep & Lounge,Simply Vera Vera Wang Women's Morning Mist Shirred Chemise,Women,15,6
9,Charleston SC,Sleep & Lounge,Dollhouse Zebra Print Ultra Plush Fleece Pajama Bottoms,Women,20,7
9,Charleston SC,Sleep & Lounge,Dollhouse I Love My Bed Ultra Plush Fleece Pajama Bottoms,Women,15,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Deluxe Monk Robe,Men,29,10
3,Houston TX,Sleep & Lounge,Botony 500 - Mens Long Sleeve Broadcloth Pajama Blue,Men,6,3
3,Houston TX,Sleep & Lounge,Botony 500 - Mens Long Sleeve Plaid and Stripe Flannel Pajamas (Various Patterns Colors and Sizes),Men,25,10
2,Chicago IL,Sleep & Lounge,Bettty Boop Black Kiss Pajamas for Juniors,Women,17,7
9,Charleston SC,Sleep & Lounge,Bjorn Borg Men's Punk Check Pajama Pant,Men,14,6
9,Charleston SC,Sleep & Lounge,Bjorn Borg Men's Cyber Check Pajama Pant,Men,39,16
4,Los Angeles CA,Sleep & Lounge,Body Touch Micro Fleece PJ Set,Women,15,5
4,Los Angeles CA,Sleep & Lounge,Botany Tall Man Long Sleeve Long Leg Broadcloth Print Pajama 7c9-614,Men,25,9
4,Los Angeles CA,Sleep & Lounge,Botany Big Man Long Sleeve Long Leg Broadcloth Print Pajama 7c9-714,Men,24,9
4,Los Angeles CA,Sleep & Lounge,Botany Long Sleeve Long Leg Broadcloth Solid Pajama 7b9-514,Men,14,5
4,Los Angeles CA,Sleep & Lounge,Botany Short Sleeve Long Leg Broadcloth Print Pajama 7c4-519,Men,9,4
4,Los Angeles CA,Sleep & Lounge,Botany Long Sleeve Long Leg Broadcloth Print Pajama 7c9-514,Men,25,9
4,Los Angeles CA,Sleep & Lounge,Botany Long Sleeve Long Leg Middy Broadcloth Print Pajama 7c8-517,Men,23,9
4,Los Angeles CA,Sleep & Lounge,Botany Tall Man Long Sleeve Long Leg Flannel Print Pajama 7h9-614,Men,20,7
4,Los Angeles CA,Sleep & Lounge,Botany Solid Kimono Big Sizes,Men,7,3
2,Chicago IL,Sleep & Lounge,Boxercraft Royal Blue & Silver Plaid Flannel Pant Button Close-Fly with Pockets - Cozy and Comfortable,Men,18,8
2,Chicago IL,Sleep & Lounge,Boxercraft Red/Blue/Yellow/Gree... Plaid Flannel Pant Button Close-Fly with Pockets - Cozy and Comfortable,Men,9,4
2,Chicago IL,Sleep & Lounge,Boxercraft Navy & Light Blue Plaid Flannel Pant Button Close-Fly with Pockets - Cozy and Comfortable,Men,14,5
8,Mobile AL,Sleep & Lounge,Brigi Pj's Flannel Puppy Breath Pajamas,Women,12,5
3,Houston TX,Sleep & Lounge,Woven Plaid Big & Tall Lounge Pants,Men,18,6
3,Houston TX,Sleep & Lounge,Big & Tall Waffle Kimono Robe,Men,12,5
3,Houston TX,Sleep & Lounge,Diamond Knit Big & Tall Lounge Pants,Men,10,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Crazeewear Classic Blue Tide Pants,Men,11,5
1,Memphis TN,Sleep & Lounge,Cuddl Duds Women's Climatesmart Long Legging,Women,10,4
1,Memphis TN,Sleep & Lounge,Cuddl Duds Women's Long Legging,Women,14,6
1,Memphis TN,Sleep & Lounge,Cuddl Duds Women's Soft Wear Lace Long Sleeve V-Neck,Women,23,9
1,Memphis TN,Sleep & Lounge,Cuddl Duds Life Is But A Dream PJ Set,Women,16,6
2,Chicago IL,Sleep & Lounge,Derek Rose Men's Rich Dobby Striped Classic Pajama Set,Men,42,15
2,Chicago IL,Sleep & Lounge,Derek Rose Men's Flannel Classic Pajama Set,Men,13,5
2,Chicago IL,Sleep & Lounge,Derek Rose Men's Pajama Set,Men,27,11
2,Chicago IL,Sleep & Lounge,Derek Rose Men's Lightweight Flannel Classic Pajama Set,Men,23,7
2,Chicago IL,Sleep & Lounge,Derek Rose Men's Royal 174 Button Through Nightshirt,Men,22,7
2,Chicago IL,Sleep & Lounge,Derek Rose Men's Lounge Trouser,Men,17,6
2,Chicago IL,Sleep & Lounge,Derek Rose Men's Majestic 1 Piped Pullover Nightshirt,Men,26,9
2,Chicago IL,Sleep & Lounge,Derek Rose Men's Royal 174 Classic Pajama Gift Set,Men,31,12
2,Chicago IL,Sleep & Lounge,Derek Rose Men's Button-Through Nightshirt,Men,21,8
10,Savannah GA,Sleep & Lounge,Men's BambooDreamsTM Lounge Pants - Black - Large,Men,14,5
10,Savannah GA,Sleep & Lounge,DreamSacks BambooDreams Short Knit Robe,Women,24,9
10,Savannah GA,Sleep & Lounge,BambooDreamsTM Molly Long Gown,Women,16,6
10,Savannah GA,Sleep & Lounge,Men's BambooDreamsTM Lounge Pants - Black - Medium,Men,22,8
10,Savannah GA,Sleep & Lounge,DreamSacks BambooDreams Cleo Pajama Set,Women,11,5
10,Savannah GA,Sleep & Lounge,Men's BambooDreamsTM Lounge Pants - Black - X-Large,Men,21,8
9,Charleston SC,Sleep & Lounge,Family Guy Men's Stewie Born To Be Bad Fleece Sleep Pants,Men,16,5
9,Charleston SC,Sleep & Lounge,Family Guy Stewie Men's Microfleece Sleep Set,Men,24,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Lucky Phrases Black Lounge Pants for men,Men,12,5
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Army Icons Lounge Pant for men,Men,17,5
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Fun Boxers Lucky Me Lucky You Pajama Pants for Men,Men,16,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Painted American Flag Lounge Pant for men,Men,12,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Neon Scribble Skulls Lounge Pants for men,Men,36,13
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Fun Boxers All You Need is Love Valentine's Day Pajama Pants for Men,Men,14,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Fun Boxers I Like Big Bucks Fleece Lounge Pants for Men,Men,24,7
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Deer Polar Fleece Lounge Pants for men,Men,28,10
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,MY Beer Drinking Pants Lounge Pants for men,Men,15,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Smiley in the Dark Lounge Pants for men,Men,5,2
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Texas Lone Star Flag Repeat Lounge Pants for men,Men,9,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Fun Boxers People Say Police Line Pajama Pants for Men,Men,29,10
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Loungewear by Fun Boxers - Mens Polar Fleece Lounge Pant Black 28229,Men,11,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Football Plays Fleece Lounge Pants for men,Men,17,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Bacon Makes Everything Better Lounge Pants for men,Men,24,8
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Fun Boxers Conversation Hearts Valentine's Day Pajama Pants for Men,Men,23,8
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Fun Boxers Football Plays Fleece Lounge Pants for Men,Men,10,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Cool Monkeys and Bananas Lounge Pants for men,Men,29,9
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Fun Boxers Goose Hunting Lounge Pants for Men,Men,31,10
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Beer Phrases Black Lounge Pants for men,Men,11,4
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Headphone Sketch Black Lounge Pants for men,Men,16,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,Fun Boxers Satisfaction Guaranteed Lounge Pants for Men,Men,14,5
7,Philadelphia PA,Sleep & Lounge,GPUFashion 100% Silk Robe Mens,Men,19,7
3,Houston TX,Sleep & Lounge,Men's Guide Gear Digital Camo Fleece Robe,Men,13,5
3,Houston TX,Sleep & Lounge,Women's Guide Gear Lounge Set,Women,19,6
3,Houston TX,Sleep & Lounge,Women's Guide Gear Footie Pajamas,Women,6,2
3,Houston TX,Sleep & Lounge,Guide Gear Fleece Lounge Shirt,Women,13,4
3,Houston TX,Sleep & Lounge,Women's Guide Gear PJ Set Pink Camo,Women,13,6
3,Houston TX,Sleep & Lounge,Women's Guide Gear Microfleece Top and Bottom Set,Women,22,8
3,Houston TX,Sleep & Lounge,Women's 3 - Pc. Guide Gear Microfleece Gift Set,Women,13,5
3,Houston TX,Sleep & Lounge,Men's Guide Gear Camo Robe Green Camo,Men,26,10
3,Houston TX,Sleep & Lounge,Women's Guide Gear Brushed Lounge Set,Women,27,9
3,Houston TX,Sleep & Lounge,2 - Pk. of Guide Gear Soft Fit Lounge Pants 1 Red / 1 Green,Men,27,9
7,Philadelphia PA,Sleep & Lounge,Harbor Bay Big & Tall Cotton Fleece Robe,Men,22,9
7,Philadelphia PA,Sleep & Lounge,Harbor Bay Big & Tall Hooded French Terry Robe,Men,27,9
7,Philadelphia PA,Sleep & Lounge,Harbor Bay Big & Tall Soft-Touch Plaid Robe,Men,26,9
7,Philadelphia PA,Sleep & Lounge,Harbor Bay Big & Tall French Terry Lounge Pants,Men,5,2
7,Philadelphia PA,Sleep & Lounge,Harbor Bay Big & Tall Check Flannel Lounge Pants,Men,6,2
7,Philadelphia PA,Sleep & Lounge,Harbor Bay Big & Tall Long Pajamas,Men,17,6
7,Philadelphia PA,Sleep & Lounge,Harbor Bay Big & Tall Plaid Flannel Lounge Pants,Men,47,19
7,Philadelphia PA,Sleep & Lounge,Harbor Bay Big & Tall Solid Woven Pant,Men,16,6
7,Philadelphia PA,Sleep & Lounge,Harbor Bay Big & Tall Waffle-Knit Kimono Robe,Men,29,9
7,Philadelphia PA,Sleep & Lounge,Harbor Bay Plaid Microfleece Lounge Pants,Men,22,9
7,Philadelphia PA,Sleep & Lounge,Harbor Bay Big & Tall Stripe Lounge Pants,Men,13,5
7,Philadelphia PA,Sleep & Lounge,Knothe - Mens Nylon 32 Inch Kimono Top Black 20613,Men,30,10
7,Philadelphia PA,Sleep & Lounge,Knothe - Mens Waffle Weave Robe Tan 29649,Men,17,6
10,Savannah GA,Sleep & Lounge,Thermal Silk Long John Pant (Warm Wear) by Mary Green,Women,25,9
10,Savannah GA,Sleep & Lounge,Thermal Silk Knit V-Neck Long John (Warm Wear) by Mary Green,Women,19,8
10,Savannah GA,Sleep & Lounge,Bridal Stretch Silk Satin Kimono with Lace by Mary Green,Women,19,8
3,Houston TX,Sleep & Lounge,Moon Dance Women's Embroidered Round Yoke Duster,Women,25,8
5,New Orleans LA,Sleep & Lounge,Red or Royal Blue Soft Fleece Robe Bathrobe Gift Item,Women,6,2
5,New Orleans LA,Sleep & Lounge,OnGossamer Women's Luxe Lace Pajama Set,Women,24,9
5,New Orleans LA,Sleep & Lounge,On Gossamer Women's Cabana Pajama,Women,14,6
6,Port Authority of New York/New Jersey NY/NJ,Sleep & Lounge,PajamaCity Ninja Monkey Polar Fleece Drop Seat Footed Pajamas for Teens and Adults,Men,11,5
1,Memphis TN,Sleep & Lounge,Paul Frank Julius and Skurvy Pink Flannel Pajamas for women,Women,22,8
1,Memphis TN,Sleep & Lounge,Paul Frank Juniors Julius Shower Wrap,Women,24,10
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Julius Hoody Sweatshirt,Women,3,1
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Multi Julius Short,Women,15,6
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Logo Elastic Multi Monkey Short,Women,10,4
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Just Julius Stripe Short Set,Women,13,5
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Just Julius Check Short Set,Women,13,6
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Fleece Love Pant,Women,15,6
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Julius Club Top,Women,16,6
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Multi Monkey Head Robe With Hood,Women,21,9
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Hoodie Sweatshirt With Julius,Women,13,6
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Julius Night Shirt,Women,16,6
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Hoody Sweatshirt With Julius,Women,10,4
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Multi Julius Pant,Women,27,10
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Monkey Head Logo Elastic Short,Women,17,7
1,Memphis TN,Sleep & Lounge,Paul Frank The J & Julius Raglan Sleepshirt,Women,22,8
1,Memphis TN,Sleep & Lounge,Paul Frank Women's Julius Head Robe With Hood,Women,9,3
4,Los Angeles CA,Sleep & Lounge,Silk Boxer Shorts for Women - Assorted 3-Pack - XS-XL - Silk Boxers Set,Women,10,4
3,Houston TX,Sleep & Lounge,Scooby-Doo Halloween Rick or Reat Men's Lounge Pants,Men,24,9
5,New Orleans LA,Sleep & Lounge,Blue Cotton Knit Pajama Pants for Women,Women,15,6
2,Chicago IL,Sleep & Lounge,Shadowline Petals Pajama Set (76280),Women,21,7
2,Chicago IL,Sleep & Lounge,Shadowline Silhouette 53 Gown (32737),Women,14,5
2,Chicago IL,Sleep & Lounge,Shadowline Long Gown,Women,10,5
2,Chicago IL,Sleep & Lounge,Shadowline Short Gown with Flower Petal Embroidery and Flutter Sleeves,Women,22,8
2,Chicago IL,Sleep & Lounge,Shadowline Stretch Lace Bodice Gown,Women,7,2
2,Chicago IL,Sleep & Lounge,Women,Women,21,9
2,Chicago IL,Sleep & Lounge,Long Sleeve Nylon Gown by Shadowline,Women,33,12
2,Chicago IL,Sleep & Lounge,Shadowline Petals 54 Coat (71280),Women,24,7
2,Chicago IL,Sleep & Lounge,Shadowline Short Robe,Women,7,3
2,Chicago IL,Sleep & Lounge,Shadowline Long Gown with Soft Stretch Lace Bodice (32737),Women,15,6
2,Chicago IL,Sleep & Lounge,Shadowline Short Sleeveless Gown with Flower Petal Embroidery,Women,16,7
2,Chicago IL,Sleep & Lounge,Shadowline Silhouette Gown and Peignoir Set (51737),Women,22,9
2,Chicago IL,Sleep & Lounge,Shadowline Silhouette 54 Coat (71737),Women,40,14
2,Chicago IL,Sleep & Lounge,Shadowline Petals Long Sleeve Pajama (76283),Women,11,5
9,Charleston SC,Sleep & Lounge,Nightshirt Says Go Away I'm Reading 100% Cotton,Women,22,8
2,Chicago IL,Sleep & Lounge,Sleepyheads Penguins Longsleeve Flannel Pyjama Set,Women,5,2
2,Chicago IL,Sleep & Lounge,Sleepyheads Penguins Flannel Lounger Pyjama,Women,18,7
2,Chicago IL,Sleep & Lounge,Women's Silk Caftan - 100% Silk Hand Painted & Hand Dyed (The Lotus) - Exquisite Gift for Women,Women,9,4
2,Chicago IL,Sleep & Lounge,YogaColors Emoticon Cotton Flannel Lounge Pajama Pants in Many Different Color Combos,Women,18,7
1,Memphis TN,Sleep & Lounge,Racerback Soft Cotton Pajama,Women,9,4
1,Memphis TN,Sleep & Lounge,Aimee Gowns Original Bra-less Nursing Gown,Women,19,7
5,New Orleans LA,Sleep & Lounge,Angry Birds Men's Space Microfleece Sleep Set,Men,12,5
5,New Orleans LA,Sleep & Lounge,Angry Birds Men's Microfleece Sleep Set,Men,23,10
5,New Orleans LA,Sleep & Lounge,Angry Birds Men's short-sleeve long leg pajamas,Men,25,9
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Raglan Sleep Gift Set,Men,14,5
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Plaid Sleep Pant,Men,51,19
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Flannel Pant,Men,4,2
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Chambray Sleep Pant,Men,9,3
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Knit Sleep Pant,Men,18,7
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Plaid Frat Pack Sleep Pant,Men,12,5
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Urban Plaid Sleep Jam,Men,28,11
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Chambray Boxer Short,Men,25,9
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Flannel Drawstring Sleep Pant,Men,28,10
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Plaid Woven Sleep Pant,Men,13,5
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Plaid Sleep Jam,Men,70,27
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Flannel Small Check Sleep Pant,Men,24,9
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Men's Knit Sleep Jam,Men,26,8
4,Los Angeles CA,Sleep & Lounge,Bottoms Out Women's Flannel Sleep Pant,Women,20,7
